Smiles;Système de solvant;Composition;KD
CC1(C)C2CC1CCC2=C;Arizona;A;3.6864987
CC1(C)C2CC1CCC2=C;Arizona;C;3.58414575
CC1(C)C2CC1CCC2=C;Arizona;F;3.41404883
CC1(C)C2CC1CCC2=C;Arizona;H;3.15670138
CC1(C)C2CC1CCC2=C;Arizona;K;2.88490942
CC1(C)C2CC1CCC2=C;Arizona;L;2.63998945
CC1(C)C2CC1CCC2=C;Arizona;M;2.4427905
CC1(C)C2CC1CCC2=C;Arizona;N;2.25942728
CC1(C)C2CC1CCC2=C;Arizona;P;2.08815818
CC1(C)C2CC1CCC2=C;Arizona;Q;1.93977981
CC1(C)C2CC1CCC2=C;Arizona;R;1.72842523
CC1(C)C2CC1CCC2=C;Arizona;T;1.53055408
CC1(C)C2CC1CCC2=C;Arizona;V;1.28352675
CC1(C)C2CC1CCC2=C;Arizona;X;1.00842568
CC1(C)C2CC1CCC2=C;Arizona;Z;0.5829602
CC1(C)C2CC1CCC2=C;ButylAcetate Ethanol Water;7_0_3;4.08405181
CC1(C)C2CC1CCC2=C;ButylAcetate Ethanol Water;6,5_0,5_3;3.73144089
CC1(C)C2CC1CCC2=C;ButylAcetate Ethanol Water;6_1_3;3.39615317
CC1(C)C2CC1CCC2=C;ButylAcetate Ethanol Water;5,5_1,5_3;3.0760398
CC1(C)C2CC1CCC2=C;ButylAcetate Ethanol Water;5_2_3;2.77069785
CC1(C)C2CC1CCC2=C;ButylAcetate Ethanol Water;4,5_2,5_3;2.48033365
CC1(C)C2CC1CCC2=C;ButylAcetate Ethanol Water;4_3_3;2.20436747
CC1(C)C2CC1CCC2=C;ButylAcetate Ethanol Water;3,5_3,5_3;1.94068565
CC1(C)C2CC1CCC2=C;ButylAcetate Ethanol Water;3_4_3;1.6852658
CC1(C)C2CC1CCC2=C;ButylAcetate Ethanol Water;2,5_4,5_3;1.43177507
CC1(C)C2CC1CCC2=C;CPME Ethanol Water;7_0_3;4.31041741
CC1(C)C2CC1CCC2=C;CPME Ethanol Water;6,5_0,5_3;3.96319367
CC1(C)C2CC1CCC2=C;CPME Ethanol Water;6_1_3;3.62678953
CC1(C)C2CC1CCC2=C;CPME Ethanol Water;5,5_1,5_3;3.28904105
CC1(C)C2CC1CCC2=C;CPME Ethanol Water;5_2_3;2.94147337
CC1(C)C2CC1CCC2=C;CPME Ethanol Water;4,5_2,5_3;2.57750785
CC1(C)C2CC1CCC2=C;CPME Ethanol Water;4_3_3;2.18973275
CC1(C)C2CC1CCC2=C;CPME Ethanol Water;3,5_3,5_3;1.76726176
CC1(C)C2CC1CCC2=C;1-Butanol AceticAcid Water;5_0_5;3.01465473
CC1(C)C2CC1CCC2=C;1-Butanol AceticAcid Water;4,8_0,2_5;2.90159213
CC1(C)C2CC1CCC2=C;1-Butanol AceticAcid Water;4,6_0,4_5;2.78425575
CC1(C)C2CC1CCC2=C;1-Butanol AceticAcid Water;4,4_0,6_5;2.66195231
CC1(C)C2CC1CCC2=C;1-Butanol AceticAcid Water;4,2_0,8_5;2.53388516
CC1(C)C2CC1CCC2=C;1-Butanol AceticAcid Water;4_1_5;2.39907727
CC1(C)C2CC1CCC2=C;1-Butanol AceticAcid Water;3,8_1,2_5;2.25627512
CC1(C)C2CC1CCC2=C;1-Butanol AceticAcid Water;3,6_1,4_5;2.10381618
CC1(C)C2CC1CCC2=C;MtBE Acetonitrile Water;5_0_5;4.20158116
CC1(C)C2CC1CCC2=C;MtBE Acetonitrile Water;4,5_0,5_5;3.94771717
CC1(C)C2CC1CCC2=C;MtBE Acetonitrile Water;4_1_5;3.69785552
CC1(C)C2CC1CCC2=C;MtBE Acetonitrile Water;3,5_1,5_5;3.44669746
CC1(C)C2CC1CCC2=C;MtBE Acetonitrile Water;3_2_5;3.17917442
CC1(C)C2CC1CCC2=C;MtBE Acetonitrile Water;2,5_2,5_5;2.67936023
CC1(C)C2CC1CCC2=C;MtBE Acetonitrile Water;2_3_5;2.34055931
CC1(C)C2CC1CCC2=C;MtBE Acetonitrile Water;1,5_3,5_5;1.99587527
CC1(C)C2CC1CCC2=C;Heptane Acetonitrile Methanol;5_0_5;0.70027497
CC1(C)C2CC1CCC2=C;Heptane Acetonitrile Methanol;5_0,5_4,5;0.72395312
CC1(C)C2CC1CCC2=C;Heptane Acetonitrile Methanol;5_1_4;0.7420849
CC1(C)C2CC1CCC2=C;Heptane Acetonitrile Methanol;5_1,5_3,5;0.75652351
CC1(C)C2CC1CCC2=C;Heptane Acetonitrile Methanol;5_2_3;0.76870618
CC1(C)C2CC1CCC2=C;Heptane Acetonitrile Methanol;5_2,5_2,5;0.77949082
CC1(C)C2CC1CCC2=C;Heptane Acetonitrile Methanol;5_3_2;0.78895555
CC1(C)C2CC1CCC2=C;Heptane Acetonitrile Methanol;5_3,5_1,5;0.79724303
CC1(C)C2CC1CCC2=C;Heptane Acetonitrile Methanol;5_4_1;0.80175994
CC1(C)C2CC1CCC2=C;Heptane Acetonitrile Methanol;5_4,5_0,5;0.80343633
CC1(C)C2CC1CCC2=C;Heptane Acetonitrile Methanol;5_5_0;0.8022706
CC1(C)C2CC1CCC2=C;1-Butanol EthylAcetate Water;5_0_5;3.01465473
CC1(C)C2CC1CCC2=C;1-Butanol EthylAcetate Water;4,5_0,5_5;3.03807499
CC1(C)C2CC1CCC2=C;1-Butanol EthylAcetate Water;4_1_5;3.07264528
CC1(C)C2CC1CCC2=C;1-Butanol EthylAcetate Water;3,5_1,5_5;3.11575458
CC1(C)C2CC1CCC2=C;1-Butanol EthylAcetate Water;3_2_5;3.16519428
CC1(C)C2CC1CCC2=C;1-Butanol EthylAcetate Water;2,5_2,5_5;3.21967858
CC1(C)C2CC1CCC2=C;1-Butanol EthylAcetate Water;2_3_5;3.27865282
CC1(C)C2CC1CCC2=C;1-Butanol EthylAcetate Water;1,5_3,5_5;3.34194844
CC1(C)C2CC1CCC2=C;1-Butanol EthylAcetate Water;1_4_5;3.40952653
CC1(C)C2CC1CCC2=C;1-Butanol EthylAcetate Water;0,5_4,5_5;3.48157845
CC1(C)C2CC1CCC2=C;1-Butanol EthylAcetate Water;0_5_5;3.55907216
CC1(C)C2CC1CCC2=C;HEMWat;A;3.68649863
CC1(C)C2CC1CCC2=C;HEMWat;C;3.42832287
CC1(C)C2CC1CCC2=C;HEMWat;H;3.06057633
CC1(C)C2CC1CCC2=C;HEMWat;K;2.81613634
CC1(C)C2CC1CCC2=C;HEMWat;L;2.58078476
CC1(C)C2CC1CCC2=C;HEMWat;M;2.35940596
CC1(C)C2CC1CCC2=C;HEMWat;N;2.15855589
CC1(C)C2CC1CCC2=C;HEMWat;P;2.08604341
CC1(C)C2CC1CCC2=C;HEMWat;Q;1.9368179
CC1(C)C2CC1CCC2=C;HEMWat;R;1.76003057
CC1(C)C2CC1CCC2=C;HEMWat;T;1.51983724
CC1(C)C2CC1CCC2=C;HEMWat;X;1.12003776
CC1(C)C2CC1CCC2=C;HEMWat;Z;0.84023368
CC1(C)C2CC1CCC2=C;Arizona Ethanol;A;3.56259607
CC1(C)C2CC1CCC2=C;Arizona Ethanol;B;3.4912887
CC1(C)C2CC1CCC2=C;Arizona Ethanol;C;3.40592545
CC1(C)C2CC1CCC2=C;Arizona Ethanol;D;3.31959193
CC1(C)C2CC1CCC2=C;Arizona Ethanol;F;3.2622147
CC1(C)C2CC1CCC2=C;Arizona Ethanol;G;3.17115723
CC1(C)C2CC1CCC2=C;Arizona Ethanol;H;3.03249384
CC1(C)C2CC1CCC2=C;Arizona Ethanol;J;2.91644762
CC1(C)C2CC1CCC2=C;Arizona Ethanol;K;2.75027999
CC1(C)C2CC1CCC2=C;Arizona Ethanol;L;2.49415666
CC1(C)C2CC1CCC2=C;Arizona Ethanol;M;2.27665167
CC1(C)C2CC1CCC2=C;Arizona Ethanol;N;2.0898625
CC1(C)C2CC1CCC2=C;Arizona Ethanol;P;1.91579594
CC1(C)C2CC1CCC2=C;Arizona Ethanol;Q;1.73591986
CC1(C)C2CC1CCC2=C;Arizona Ethanol;R;1.53660518
CC1(C)C2CC1CCC2=C;Arizona Ethanol;S;1.39269235
CC1(C)C2CC1CCC2=C;Arizona Ethanol;T;1.28170121
CC1(C)C2CC1CCC2=C;Arizona Ethanol;U;1.12739601
CC1(C)C2CC1CCC2=C;Arizona Ethanol;V;1.01483483
CC1(C)C2CC1CCC2=C;Arizona Ethanol;W;0.93302824
CC1(C)C2CC1CCC2=C;Arizona Ethanol;X;0.77626305
CC1(C)C2CC1CCC2=C;Heptane Ethanol Water;9_0_1;4.27320912
CC1(C)C2CC1CCC2=C;Heptane Ethanol Water;8,5_0,5_1;3.0947425
CC1(C)C2CC1CCC2=C;Heptane Ethanol Water;8_1_1;2.46415088
CC1(C)C2CC1CCC2=C;Heptane Ethanol Water;7,5_1,5_1;2.07844669
CC1(C)C2CC1CCC2=C;Heptane Ethanol Water;7_2_1;1.81505552
CC1(C)C2CC1CCC2=C;Heptane Ethanol Water;6,5_2,5_1;1.62384811
CC1(C)C2CC1CCC2=C;Heptane Ethanol Water;6_3_1;1.47625533
CC1(C)C2CC1CCC2=C;Heptane Ethanol Water;5,5_3,5_1;1.360546
CC1(C)C2CC1CCC2=C;Heptane Ethanol Water;5_4_1;1.26771946
CC1(C)C2CC1CCC2=C;Heptane Ethanol Water;4,5_4,5_1;1.19017752
CC1(C)C2CC1CCC2=C;Heptane Ethanol Water;4_5_1;1.12337551
CC1(C)C2CC1CCC2=C;Heptane Ethanol Water;3,5_5,5_1;1.06747257
CC1(C)C2CC1CCC2=C;Heptane Ethanol Water;3_6_1;1.02057424
CC1(C)C2CC1CCC2=C;Heptane Ethanol Water;4,5_5_0,5;0.79098267
CC1(C)C2CC1CCC2=C;Beta-Pinene Ethanol Water;9_0_1;4.2805913
CC1(C)C2CC1CCC2=C;Beta-Pinene Ethanol Water;8,5_0,5_1;3.19329843
CC1(C)C2CC1CCC2=C;Beta-Pinene Ethanol Water;8_1_1;2.55048931
CC1(C)C2CC1CCC2=C;Beta-Pinene Ethanol Water;7,5_1,5_1;2.14174557
CC1(C)C2CC1CCC2=C;Beta-Pinene Ethanol Water;7_2_1;1.85851262
CC1(C)C2CC1CCC2=C;Beta-Pinene Ethanol Water;6,5_2,5_1;1.64763926
CC1(C)C2CC1CCC2=C;Beta-Pinene Ethanol Water;6_3_1;1.48613147
CC1(C)C2CC1CCC2=C;Beta-Pinene Ethanol Water;5,5_3,5_1;1.35622892
CC1(C)C2CC1CCC2=C;Beta-Pinene Ethanol Water;5_4_1;1.24871472
CC1(C)C2CC1CCC2=C;Beta-Pinene Ethanol Water;4,5_4,5_1;1.1600593
CC1(C)C2CC1CCC2=C;Beta-Pinene Ethanol Water;4_5_1;1.08331382
CC1(C)C2CC1CCC2=C;Beta-Pinene Ethanol Water;3,5_5,5_1;1.01555525
CC1(C)C2CC1CCC2=C;Beta-Pinene Ethanol Water;3_6_1;0.95853308
CC1(C)C2CC1CCC2=C;Beta-Pinene Ethanol Water;4,5_5_0,5;0.69956345
CC1(C)C2CC1CCC2=C;1-Butanol DimethylCarbonate H2O;5_0_5;3.01759243
CC1(C)C2CC1CCC2=C;1-Butanol DimethylCarbonate H2O;4,5_0,5_5;2.99154907
CC1(C)C2CC1CCC2=C;1-Butanol DimethylCarbonate H2O;4_1_5;2.98697602
CC1(C)C2CC1CCC2=C;1-Butanol DimethylCarbonate H2O;3,5_1,5_5;3.00298416
CC1(C)C2CC1CCC2=C;1-Butanol DimethylCarbonate H2O;3_2_5;3.03519963
CC1(C)C2CC1CCC2=C;1-Butanol DimethylCarbonate H2O;2,5_2,5_5;3.07767953
CC1(C)C2CC1CCC2=C;1-Butanol DimethylCarbonate H2O;2_3_5;3.134914
CC1(C)C2CC1CCC2=C;1-Butanol DimethylCarbonate H2O;1,5_3,5_5;3.18756775
CC1(C)C2CC1CCC2=C;1-Butanol DimethylCarbonate H2O;1_4_5;3.24041409
CC1(C)C2CC1CCC2=C;1-Butanol DimethylCarbonate H2O;0,5_4,5_5;3.29139818
CC1(C)C2CC1CCC2=C;1-Butanol DimethylCarbonate H2O;0_5_5;3.34631032
CC1(C)C2CC(C)=CCC21;Arizona;A;4.03461678
CC1(C)C2CC(C)=CCC21;Arizona;C;3.92255039
CC1(C)C2CC(C)=CCC21;Arizona;F;3.73702076
CC1(C)C2CC(C)=CCC21;Arizona;H;3.45705005
CC1(C)C2CC(C)=CCC21;Arizona;K;3.16069803
CC1(C)C2CC(C)=CCC21;Arizona;L;2.89458026
CC1(C)C2CC(C)=CCC21;Arizona;M;2.67917299
CC1(C)C2CC(C)=CCC21;Arizona;N;2.47916455
CC1(C)C2CC(C)=CCC21;Arizona;P;2.29255005
CC1(C)C2CC(C)=CCC21;Arizona;Q;2.13203863
CC1(C)C2CC(C)=CCC21;Arizona;R;1.90194516
CC1(C)C2CC(C)=CCC21;Arizona;T;1.68724298
CC1(C)C2CC(C)=CCC21;Arizona;V;1.41829434
CC1(C)C2CC(C)=CCC21;Arizona;X;1.12014211
CC1(C)C2CC(C)=CCC21;Arizona;Z;0.64804765
CC1(C)C2CC(C)=CCC21;ButylAcetate Ethanol Water;7_0_3;4.46202046
CC1(C)C2CC(C)=CCC21;ButylAcetate Ethanol Water;6,5_0,5_3;4.08370601
CC1(C)C2CC(C)=CCC21;ButylAcetate Ethanol Water;6_1_3;3.72274407
CC1(C)C2CC(C)=CCC21;ButylAcetate Ethanol Water;5,5_1,5_3;3.37696867
CC1(C)C2CC(C)=CCC21;ButylAcetate Ethanol Water;5_2_3;3.04606362
CC1(C)C2CC(C)=CCC21;ButylAcetate Ethanol Water;4,5_2,5_3;2.73036202
CC1(C)C2CC(C)=CCC21;ButylAcetate Ethanol Water;4_3_3;2.42935751
CC1(C)C2CC(C)=CCC21;ButylAcetate Ethanol Water;3,5_3,5_3;2.14088351
CC1(C)C2CC(C)=CCC21;ButylAcetate Ethanol Water;3_4_3;1.86067375
CC1(C)C2CC(C)=CCC21;ButylAcetate Ethanol Water;2,5_4,5_3;1.58189538
CC1(C)C2CC(C)=CCC21;CPME Ethanol Water;7_0_3;4.69694208
CC1(C)C2CC(C)=CCC21;CPME Ethanol Water;6,5_0,5_3;4.32460355
CC1(C)C2CC(C)=CCC21;CPME Ethanol Water;6_1_3;3.96219353
CC1(C)C2CC(C)=CCC21;CPME Ethanol Water;5,5_1,5_3;3.59699031
CC1(C)C2CC(C)=CCC21;CPME Ethanol Water;5_2_3;3.22022827
CC1(C)C2CC(C)=CCC21;CPME Ethanol Water;4,5_2,5_3;2.82490291
CC1(C)C2CC(C)=CCC21;CPME Ethanol Water;4_3_3;2.40280116
CC1(C)C2CC(C)=CCC21;CPME Ethanol Water;3,5_3,5_3;1.94170275
CC1(C)C2CC(C)=CCC21;1-Butanol AceticAcid Water;5_0_5;3.26923673
CC1(C)C2CC(C)=CCC21;1-Butanol AceticAcid Water;4,8_0,2_5;3.14674051
CC1(C)C2CC(C)=CCC21;1-Butanol AceticAcid Water;4,6_0,4_5;3.01960865
CC1(C)C2CC(C)=CCC21;1-Butanol AceticAcid Water;4,4_0,6_5;2.88708581
CC1(C)C2CC(C)=CCC21;1-Butanol AceticAcid Water;4,2_0,8_5;2.74830518
CC1(C)C2CC(C)=CCC21;1-Butanol AceticAcid Water;4_1_5;2.60220287
CC1(C)C2CC(C)=CCC21;1-Butanol AceticAcid Water;3,8_1,2_5;2.44741486
CC1(C)C2CC(C)=CCC21;1-Butanol AceticAcid Water;3,6_1,4_5;2.28213215
CC1(C)C2CC(C)=CCC21;MtBE Acetonitrile Water;5_0_5;4.5845499
CC1(C)C2CC(C)=CCC21;MtBE Acetonitrile Water;4,5_0,5_5;4.31024814
CC1(C)C2CC(C)=CCC21;MtBE Acetonitrile Water;4_1_5;4.03987086
CC1(C)C2CC(C)=CCC21;MtBE Acetonitrile Water;3,5_1,5_5;3.7676488
CC1(C)C2CC(C)=CCC21;MtBE Acetonitrile Water;3_2_5;3.4766785
CC1(C)C2CC(C)=CCC21;MtBE Acetonitrile Water;2,5_2,5_5;2.92391687
CC1(C)C2CC(C)=CCC21;MtBE Acetonitrile Water;2_3_5;2.55614612
CC1(C)C2CC(C)=CCC21;MtBE Acetonitrile Water;1,5_3,5_5;2.18260542
CC1(C)C2CC(C)=CCC21;Heptane Acetonitrile Methanol;5_0_5;0.78146007
CC1(C)C2CC(C)=CCC21;Heptane Acetonitrile Methanol;5_0,5_4,5;0.80336237
CC1(C)C2CC(C)=CCC21;Heptane Acetonitrile Methanol;5_1_4;0.81946174
CC1(C)C2CC(C)=CCC21;Heptane Acetonitrile Methanol;5_1,5_3,5;0.83165259
CC1(C)C2CC(C)=CCC21;Heptane Acetonitrile Methanol;5_2_3;0.84137166
CC1(C)C2CC(C)=CCC21;Heptane Acetonitrile Methanol;5_2,5_2,5;0.84944139
CC1(C)C2CC(C)=CCC21;Heptane Acetonitrile Methanol;5_3_2;0.85588703
CC1(C)C2CC(C)=CCC21;Heptane Acetonitrile Methanol;5_3,5_1,5;0.86029489
CC1(C)C2CC(C)=CCC21;Heptane Acetonitrile Methanol;5_4_1;0.86148901
CC1(C)C2CC(C)=CCC21;Heptane Acetonitrile Methanol;5_4,5_0,5;0.85876967
CC1(C)C2CC(C)=CCC21;Heptane Acetonitrile Methanol;5_5_0;0.85262667
CC1(C)C2CC(C)=CCC21;1-Butanol EthylAcetate Water;5_0_5;3.26923673
CC1(C)C2CC(C)=CCC21;1-Butanol EthylAcetate Water;4,5_0,5_5;3.29772087
CC1(C)C2CC(C)=CCC21;1-Butanol EthylAcetate Water;4_1_5;3.3383525
CC1(C)C2CC(C)=CCC21;1-Butanol EthylAcetate Water;3,5_1,5_5;3.38826087
CC1(C)C2CC(C)=CCC21;1-Butanol EthylAcetate Water;3_2_5;3.44503669
CC1(C)C2CC(C)=CCC21;1-Butanol EthylAcetate Water;2,5_2,5_5;3.50731722
CC1(C)C2CC(C)=CCC21;1-Butanol EthylAcetate Water;2_3_5;3.57457125
CC1(C)C2CC(C)=CCC21;1-Butanol EthylAcetate Water;1,5_3,5_5;3.64670562
CC1(C)C2CC(C)=CCC21;1-Butanol EthylAcetate Water;1_4_5;3.72377407
CC1(C)C2CC(C)=CCC21;1-Butanol EthylAcetate Water;0,5_4,5_5;3.80606745
CC1(C)C2CC(C)=CCC21;1-Butanol EthylAcetate Water;0_5_5;3.89464558
CC1(C)C2CC(C)=CCC21;HEMWat;A;4.0346167
CC1(C)C2CC(C)=CCC21;HEMWat;C;3.75594326
CC1(C)C2CC(C)=CCC21;HEMWat;H;3.35267359
CC1(C)C2CC(C)=CCC21;HEMWat;K;3.08530625
CC1(C)C2CC(C)=CCC21;HEMWat;L;2.82608739
CC1(C)C2CC(C)=CCC21;HEMWat;M;2.58360663
CC1(C)C2CC(C)=CCC21;HEMWat;N;2.36407211
CC1(C)C2CC(C)=CCC21;HEMWat;P;2.28506363
CC1(C)C2CC(C)=CCC21;HEMWat;Q;2.12339328
CC1(C)C2CC(C)=CCC21;HEMWat;R;1.93139142
CC1(C)C2CC(C)=CCC21;HEMWat;T;1.67020744
CC1(C)C2CC(C)=CCC21;HEMWat;X;1.23578899
CC1(C)C2CC(C)=CCC21;HEMWat;Z;0.92957333
CC1(C)C2CC(C)=CCC21;Arizona Ethanol;A;3.8984817
CC1(C)C2CC(C)=CCC21;Arizona Ethanol;B;3.82037256
CC1(C)C2CC(C)=CCC21;Arizona Ethanol;C;3.72727677
CC1(C)C2CC(C)=CCC21;Arizona Ethanol;D;3.63357935
CC1(C)C2CC(C)=CCC21;Arizona Ethanol;F;3.57145758
CC1(C)C2CC(C)=CCC21;Arizona Ethanol;G;3.47271067
CC1(C)C2CC(C)=CCC21;Arizona Ethanol;H;3.32272982
CC1(C)C2CC(C)=CCC21;Arizona Ethanol;J;3.19717386
CC1(C)C2CC(C)=CCC21;Arizona Ethanol;K;3.01708715
CC1(C)C2CC(C)=CCC21;Arizona Ethanol;L;2.73893852
CC1(C)C2CC(C)=CCC21;Arizona Ethanol;M;2.50267686
CC1(C)C2CC(C)=CCC21;Arizona Ethanol;N;2.29943133
CC1(C)C2CC(C)=CCC21;Arizona Ethanol;P;2.11023985
CC1(C)C2CC(C)=CCC21;Arizona Ethanol;Q;1.9148842
CC1(C)C2CC(C)=CCC21;Arizona Ethanol;R;1.69806732
CC1(C)C2CC(C)=CCC21;Arizona Ethanol;S;1.54153905
CC1(C)C2CC(C)=CCC21;Arizona Ethanol;T;1.41938369
CC1(C)C2CC(C)=CCC21;Arizona Ethanol;U;1.25031608
CC1(C)C2CC(C)=CCC21;Arizona Ethanol;V;1.12665156
CC1(C)C2CC(C)=CCC21;Arizona Ethanol;W;1.03682217
CC1(C)C2CC(C)=CCC21;Arizona Ethanol;X;0.86441608
CC1(C)C2CC(C)=CCC21;Heptane Ethanol Water;9_0_1;4.66683259
CC1(C)C2CC(C)=CCC21;Heptane Ethanol Water;8,5_0,5_1;3.40596124
CC1(C)C2CC(C)=CCC21;Heptane Ethanol Water;8_1_1;2.72289388
CC1(C)C2CC(C)=CCC21;Heptane Ethanol Water;7,5_1,5_1;2.30167513
CC1(C)C2CC(C)=CCC21;Heptane Ethanol Water;7_2_1;2.01300805
CC1(C)C2CC(C)=CCC21;Heptane Ethanol Water;6,5_2,5_1;1.80245357
CC1(C)C2CC(C)=CCC21;Heptane Ethanol Water;6_3_1;1.63988431
CC1(C)C2CC(C)=CCC21;Heptane Ethanol Water;5,5_3,5_1;1.51221534
CC1(C)C2CC(C)=CCC21;Heptane Ethanol Water;5_4_1;1.40975287
CC1(C)C2CC(C)=CCC21;Heptane Ethanol Water;4,5_4,5_1;1.32408496
CC1(C)C2CC(C)=CCC21;Heptane Ethanol Water;4_5_1;1.2502235
CC1(C)C2CC(C)=CCC21;Heptane Ethanol Water;3,5_5,5_1;1.18838733
CC1(C)C2CC(C)=CCC21;Heptane Ethanol Water;3_6_1;1.13649059
CC1(C)C2CC(C)=CCC21;Heptane Ethanol Water;4,5_5_0,5;0.88262687
CC1(C)C2CC(C)=CCC21;Beta-Pinene Ethanol Water;9_0_1;4.67228356
CC1(C)C2CC(C)=CCC21;Beta-Pinene Ethanol Water;8,5_0,5_1;3.50850816
CC1(C)C2CC(C)=CCC21;Beta-Pinene Ethanol Water;8_1_1;2.81248276
CC1(C)C2CC(C)=CCC21;Beta-Pinene Ethanol Water;7,5_1,5_1;2.36649408
CC1(C)C2CC(C)=CCC21;Beta-Pinene Ethanol Water;7_2_1;2.05594111
CC1(C)C2CC(C)=CCC21;Beta-Pinene Ethanol Water;6,5_2,5_1;1.82402034
CC1(C)C2CC(C)=CCC21;Beta-Pinene Ethanol Water;6_3_1;1.64599203
CC1(C)C2CC(C)=CCC21;Beta-Pinene Ethanol Water;5,5_3,5_1;1.50275084
CC1(C)C2CC(C)=CCC21;Beta-Pinene Ethanol Water;5_4_1;1.38392926
CC1(C)C2CC(C)=CCC21;Beta-Pinene Ethanol Water;4,5_4,5_1;1.28599603
CC1(C)C2CC(C)=CCC21;Beta-Pinene Ethanol Water;4_5_1;1.20116306
CC1(C)C2CC(C)=CCC21;Beta-Pinene Ethanol Water;3,5_5,5_1;1.12626236
CC1(C)C2CC(C)=CCC21;Beta-Pinene Ethanol Water;3_6_1;1.06317493
CC1(C)C2CC(C)=CCC21;Beta-Pinene Ethanol Water;4,5_5_0,5;0.77676665
CC1(C)C2CC(C)=CCC21;1-Butanol DimethylCarbonate H2O;5_0_5;3.27265172
CC1(C)C2CC(C)=CCC21;1-Butanol DimethylCarbonate H2O;4,5_0,5_5;3.24670151
CC1(C)C2CC(C)=CCC21;1-Butanol DimethylCarbonate H2O;4_1_5;3.24435
CC1(C)C2CC(C)=CCC21;1-Butanol DimethylCarbonate H2O;3,5_1,5_5;3.26476551
CC1(C)C2CC(C)=CCC21;1-Butanol DimethylCarbonate H2O;3_2_5;3.30315087
CC1(C)C2CC(C)=CCC21;1-Butanol DimethylCarbonate H2O;2,5_2,5_5;3.35322559
CC1(C)C2CC(C)=CCC21;1-Butanol DimethylCarbonate H2O;2_3_5;3.42025352
CC1(C)C2CC(C)=CCC21;1-Butanol DimethylCarbonate H2O;1,5_3,5_5;3.48323052
CC1(C)C2CC(C)=CCC21;1-Butanol DimethylCarbonate H2O;1_4_5;3.54719803
CC1(C)C2CC(C)=CCC21;1-Butanol DimethylCarbonate H2O;0,5_4,5_5;3.61013219
CC1(C)C2CC(C)=CCC21;1-Butanol DimethylCarbonate H2O;0_5_5;3.67694129
Oc(cc1O)cc(OC2c(cc3O)cc(O)c3O)c1CC2OC(=O)c(cc1O)cc(O)c1O;Arizona;A;-0.04670175
Oc(cc1O)cc(OC2c(cc3O)cc(O)c3O)c1CC2OC(=O)c(cc1O)cc(O)c1O;Arizona;C;-1.19334119
Oc(cc1O)cc(OC2c(cc3O)cc(O)c3O)c1CC2OC(=O)c(cc1O)cc(O)c1O;Arizona;F;-1.89963277
Oc(cc1O)cc(OC2c(cc3O)cc(O)c3O)c1CC2OC(=O)c(cc1O)cc(O)c1O;Arizona;H;-2.94159656
Oc(cc1O)cc(OC2c(cc3O)cc(O)c3O)c1CC2OC(=O)c(cc1O)cc(O)c1O;Arizona;K;-4.36192328
Oc(cc1O)cc(OC2c(cc3O)cc(O)c3O)c1CC2OC(=O)c(cc1O)cc(O)c1O;Arizona;L;-6.11123171
Oc(cc1O)cc(OC2c(cc3O)cc(O)c3O)c1CC2OC(=O)c(cc1O)cc(O)c1O;Arizona;M;-7.37875284
Oc(cc1O)cc(OC2c(cc3O)cc(O)c3O)c1CC2OC(=O)c(cc1O)cc(O)c1O;Arizona;N;-8.71074515
Oc(cc1O)cc(OC2c(cc3O)cc(O)c3O)c1CC2OC(=O)c(cc1O)cc(O)c1O;Arizona;P;-9.9045044
Oc(cc1O)cc(OC2c(cc3O)cc(O)c3O)c1CC2OC(=O)c(cc1O)cc(O)c1O;Arizona;Q;-11.55451381
Oc(cc1O)cc(OC2c(cc3O)cc(O)c3O)c1CC2OC(=O)c(cc1O)cc(O)c1O;Arizona;R;-13.07874014
Oc(cc1O)cc(OC2c(cc3O)cc(O)c3O)c1CC2OC(=O)c(cc1O)cc(O)c1O;Arizona;T;-14.95545102
Oc(cc1O)cc(OC2c(cc3O)cc(O)c3O)c1CC2OC(=O)c(cc1O)cc(O)c1O;Arizona;V;-17.23782994
Oc(cc1O)cc(OC2c(cc3O)cc(O)c3O)c1CC2OC(=O)c(cc1O)cc(O)c1O;Arizona;X;-17.15671115
Oc(cc1O)cc(OC2c(cc3O)cc(O)c3O)c1CC2OC(=O)c(cc1O)cc(O)c1O;Arizona;Z;-11.01771512
Oc(cc1O)cc(OC2c(cc3O)cc(O)c3O)c1CC2OC(=O)c(cc1O)cc(O)c1O;ButylAcetate Ethanol Water;7_0_3;-2.4364796
Oc(cc1O)cc(OC2c(cc3O)cc(O)c3O)c1CC2OC(=O)c(cc1O)cc(O)c1O;ButylAcetate Ethanol Water;6,5_0,5_3;-2.39998064
Oc(cc1O)cc(OC2c(cc3O)cc(O)c3O)c1CC2OC(=O)c(cc1O)cc(O)c1O;ButylAcetate Ethanol Water;6_1_3;-2.36829475
Oc(cc1O)cc(OC2c(cc3O)cc(O)c3O)c1CC2OC(=O)c(cc1O)cc(O)c1O;ButylAcetate Ethanol Water;5,5_1,5_3;-2.34333882
Oc(cc1O)cc(OC2c(cc3O)cc(O)c3O)c1CC2OC(=O)c(cc1O)cc(O)c1O;ButylAcetate Ethanol Water;5_2_3;-2.31808467
Oc(cc1O)cc(OC2c(cc3O)cc(O)c3O)c1CC2OC(=O)c(cc1O)cc(O)c1O;ButylAcetate Ethanol Water;4,5_2,5_3;-2.28224279
