Smiles;Syst�me de solvant;Composition;KD
COc1cc(ccc1O)C(Oc(cc(O)cc1O)c1C1=O)=C1O;D-Limonene Ethanol Water;5,5_3,5_1;-2.73659041
COc1cc(ccc1O)C(Oc(cc(O)cc1O)c1C1=O)=C1O;D-Limonene Ethanol Water;5_4_1;-2.71448021
COc1cc(ccc1O)C(Oc(cc(O)cc1O)c1C1=O)=C1O;D-Limonene Ethanol Water;4,5_4,5_1;-2.69896569
COc1cc(ccc1O)C(Oc(cc(O)cc1O)c1C1=O)=C1O;D-Limonene Ethanol Water;4_5_1;-2.65713399
COc1cc(ccc1O)C(Oc(cc(O)cc1O)c1C1=O)=C1O;D-Limonene Ethanol Water;3,5_5,5_1;-2.62601986
COc1cc(ccc1O)C(Oc(cc(O)cc1O)c1C1=O)=C1O;D-Limonene Ethanol Water;3_6_1;-2.57484548
COc1cc(ccc1O)C(Oc(cc(O)cc1O)c1C1=O)=C1O;D-Limonene Ethanol Water;4,5_5_0,5;-2.31610657
COc1cc(ccc1O)C(Oc(cc(O)cc1O)c1C1=O)=C1O;EtOAc Ethanol Water;5_0_5;3.95216576
COc1cc(ccc1O)C(Oc(cc(O)cc1O)c1C1=O)=C1O;EtOAc Ethanol Water;4,5_0,5_5;3.61392984
COc1cc(ccc1O)C(Oc(cc(O)cc1O)c1C1=O)=C1O;EtOAc Ethanol Water;4_1_5;3.25507298
COc1cc(ccc1O)C(Oc(cc(O)cc1O)c1C1=O)=C1O;EtOAc Ethanol Water;3,5_1,5_5;2.8703366
COc1cc(ccc1O)C(Oc(cc(O)cc1O)c1C1=O)=C1O;EtOAc Ethanol Water;3_2_5;2.46122618
COc1cc(ccc1O)C(Oc(cc(O)cc1O)c1C1=O)=C1O;EtOAc Ethanol Water;2,5_2,5_5;1.9158293
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona;A;-0.28571784
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona;C;-1.00817093
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona;F;-1.4062862
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona;H;-2.05936082
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona;K;-2.94006935
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona;L;-4.14293481
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona;M;-4.96858357
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona;N;-5.84011132
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona;P;-6.6955139
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona;Q;-7.85866849
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona;R;-8.9192824
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona;T;-10.19663328
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona;V;-11.67057986
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona;X;-11.70043146
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona;Z;-6.97896491
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;ButylAcetate Ethanol Water;7_0_3;-1.86198681
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;ButylAcetate Ethanol Water;6,5_0,5_3;-1.66094503
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;ButylAcetate Ethanol Water;6_1_3;-1.52114382
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;ButylAcetate Ethanol Water;5,5_1,5_3;-1.4200105
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;ButylAcetate Ethanol Water;5_2_3;-1.34149673
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;ButylAcetate Ethanol Water;4,5_2,5_3;-1.27214157
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;ButylAcetate Ethanol Water;4_3_3;-1.20192051
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;ButylAcetate Ethanol Water;3,5_3,5_3;-1.12362124
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;ButylAcetate Ethanol Water;3_4_3;-1.03207762
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;ButylAcetate Ethanol Water;2,5_4,5_3;-0.9223842
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;CPME Ethanol Water;7_0_3;-4.4295975
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;CPME Ethanol Water;6,5_0,5_3;-3.33000846
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;CPME Ethanol Water;6_1_3;-2.42113206
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;CPME Ethanol Water;5,5_1,5_3;-1.71109193
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;CPME Ethanol Water;5_2_3;-1.22008678
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;CPME Ethanol Water;4,5_2,5_3;-0.90735322
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;CPME Ethanol Water;4_3_3;-0.71086708
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;CPME Ethanol Water;3,5_3,5_3;-0.57351114
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;1-Butanol AceticAcid Water;5_0_5;0.95201774
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;1-Butanol AceticAcid Water;4,8_0,2_5;0.92827076
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;1-Butanol AceticAcid Water;4,6_0,4_5;0.9000908
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;1-Butanol AceticAcid Water;4,4_0,6_5;0.8678258
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;1-Butanol AceticAcid Water;4,2_0,8_5;0.83160798
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;1-Butanol AceticAcid Water;4_1_5;0.7915237
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;1-Butanol AceticAcid Water;3,8_1,2_5;0.74754869
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;1-Butanol AceticAcid Water;3,6_1,4_5;0.69955413
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;MtBE Acetonitrile Water;5_0_5;-6.41794262
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;MtBE Acetonitrile Water;4,5_0,5_5;-5.87710326
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;MtBE Acetonitrile Water;4_1_5;-5.29750663
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;MtBE Acetonitrile Water;3,5_1,5_5;-4.60938085
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;MtBE Acetonitrile Water;3_2_5;-3.4983538
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;MtBE Acetonitrile Water;2,5_2,5_5;-0.08965911
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;MtBE Acetonitrile Water;2_3_5;0.09702891
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;MtBE Acetonitrile Water;1,5_3,5_5;0.10535092
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Heptane Acetonitrile Methanol;5_0_5;-10.1130638
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Heptane Acetonitrile Methanol;5_0,5_4,5;-10.18625937
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Heptane Acetonitrile Methanol;5_1_4;-10.25825915
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Heptane Acetonitrile Methanol;5_1,5_3,5;-10.3139182
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Heptane Acetonitrile Methanol;5_2_3;-10.33929532
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Heptane Acetonitrile Methanol;5_2,5_2,5;-10.32351669
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Heptane Acetonitrile Methanol;5_3_2;-10.26465718
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Heptane Acetonitrile Methanol;5_3,5_1,5;-9.91488985
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Heptane Acetonitrile Methanol;5_4_1;-10.03175509
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Heptane Acetonitrile Methanol;5_4,5_0,5;-9.89998226
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Heptane Acetonitrile Methanol;5_5_0;-9.80933522
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;1-Butanol EthylAcetate Water;5_0_5;0.95201774
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;1-Butanol EthylAcetate Water;4,5_0,5_5;0.95339067
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;1-Butanol EthylAcetate Water;4_1_5;0.93971239
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;1-Butanol EthylAcetate Water;3,5_1,5_5;0.91373082
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;1-Butanol EthylAcetate Water;3_2_5;0.87733177
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;1-Butanol EthylAcetate Water;2,5_2,5_5;0.82944633
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;1-Butanol EthylAcetate Water;2_3_5;0.76482076
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;1-Butanol EthylAcetate Water;1,5_3,5_5;0.67337623
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;1-Butanol EthylAcetate Water;1_4_5;0.5388259
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;1-Butanol EthylAcetate Water;0,5_4,5_5;0.33644412
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;1-Butanol EthylAcetate Water;0_5_5;0.02969375
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;HEMWat;A;-0.28571788
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;HEMWat;C;-1.20701795
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;HEMWat;H;-2.32061466
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;HEMWat;K;-3.02521551
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;HEMWat;L;-3.50191229
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;HEMWat;M;-4.42329969
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;HEMWat;N;-5.38390541
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;HEMWat;P;-5.98625213
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;HEMWat;Q;-7.16790997
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;HEMWat;R;-8.41567995
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;HEMWat;T;-9.73310833
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;HEMWat;X;-12.05321275
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;HEMWat;Z;-11.13780492
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona Ethanol;A;0.02600607
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona Ethanol;B;-0.23724466
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona Ethanol;C;-0.53003041
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona Ethanol;D;-0.8073769
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona Ethanol;F;-0.98631545
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona Ethanol;G;-1.22965436
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona Ethanol;H;-1.68467693
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona Ethanol;J;-2.06601606
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona Ethanol;K;-2.6208095
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona Ethanol;L;-3.5721269
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona Ethanol;M;-4.68119678
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona Ethanol;N;-5.72963481
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona Ethanol;P;-6.85281718
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona Ethanol;Q;-7.99604727
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona Ethanol;R;-9.00680454
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona Ethanol;S;-9.71784739
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona Ethanol;T;-9.68231663
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona Ethanol;U;-9.92864707
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona Ethanol;V;-9.9350258
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona Ethanol;W;-9.92582204
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona Ethanol;X;-9.69557653
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Heptane Ethanol Water;9_0_1;-14.96751282
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Heptane Ethanol Water;8,5_0,5_1;-13.4985964
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Heptane Ethanol Water;8_1_1;-13.33680018
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Heptane Ethanol Water;7,5_1,5_1;-13.06787285
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Heptane Ethanol Water;7_2_1;-12.94373271
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Heptane Ethanol Water;6,5_2,5_1;-12.62285601
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Heptane Ethanol Water;6_3_1;-12.45367349
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Heptane Ethanol Water;5,5_3,5_1;-12.27579652
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Heptane Ethanol Water;5_4_1;-12.09592708
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Heptane Ethanol Water;4,5_4,5_1;-11.91786814
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Heptane Ethanol Water;4_5_1;-11.74100721
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Heptane Ethanol Water;3,5_5,5_1;-11.57113737
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Heptane Ethanol Water;3_6_1;-11.40833132
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Heptane Ethanol Water;4,5_5_0,5;-10.55092864
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Beta-Pinene Ethanol Water;9_0_1;-11.46296067
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Beta-Pinene Ethanol Water;8,5_0,5_1;-9.79797098
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Beta-Pinene Ethanol Water;8_1_1;-9.54903591
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Beta-Pinene Ethanol Water;7,5_1,5_1;-9.30819995
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Beta-Pinene Ethanol Water;7_2_1;-9.08976547
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Beta-Pinene Ethanol Water;6,5_2,5_1;-8.84528932
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Beta-Pinene Ethanol Water;6_3_1;-8.59610596
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Beta-Pinene Ethanol Water;5,5_3,5_1;-8.39080404
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Beta-Pinene Ethanol Water;5_4_1;-8.14063625
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Beta-Pinene Ethanol Water;4,5_4,5_1;-7.93703282
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Beta-Pinene Ethanol Water;4_5_1;-7.73676114
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Beta-Pinene Ethanol Water;3,5_5,5_1;-7.53912391
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Beta-Pinene Ethanol Water;3_6_1;-7.34962322
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Beta-Pinene Ethanol Water;4,5_5_0,5;-6.27491084
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;1-Butanol DimethylCarbonate H2O;5_0_5;0.94088953
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;1-Butanol DimethylCarbonate H2O;4,5_0,5_5;0.94949563
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;1-Butanol DimethylCarbonate H2O;4_1_5;0.94323807
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;1-Butanol DimethylCarbonate H2O;3,5_1,5_5;0.9121295
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;1-Butanol DimethylCarbonate H2O;3_2_5;0.85260797
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;1-Butanol DimethylCarbonate H2O;2,5_2,5_5;0.75726596
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;1-Butanol DimethylCarbonate H2O;2_3_5;0.58250115
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;1-Butanol DimethylCarbonate H2O;1,5_3,5_5;0.30780811
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;1-Butanol DimethylCarbonate H2O;1_4_5;-0.09403699
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;1-Butanol DimethylCarbonate H2O;0,5_4,5_5;-0.71431399
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;1-Butanol DimethylCarbonate H2O;0_5_5;-1.5504584
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;LogP Octanol Water;Log_P;-0.67495204
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;D-Limonene Ethanol Water;9_0_1;-10.92206695
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;D-Limonene Ethanol Water;8,5_0,5_1;-9.90071621
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;D-Limonene Ethanol Water;8_1_1;-9.60978171
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;D-Limonene Ethanol Water;7,5_1,5_1;-9.34651881
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;D-Limonene Ethanol Water;7_2_1;-9.11770394
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;D-Limonene Ethanol Water;6,5_2,5_1;-8.8667355
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;D-Limonene Ethanol Water;6_3_1;-8.61059954
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;D-Limonene Ethanol Water;5,5_3,5_1;-8.35701439
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;D-Limonene Ethanol Water;5_4_1;-8.10607517
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;D-Limonene Ethanol Water;4,5_4,5_1;-7.90665026
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;D-Limonene Ethanol Water;4_5_1;-7.66935684
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;D-Limonene Ethanol Water;3,5_5,5_1;-7.48122081
OCC1OC(C(O)C(O)C1O)c1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;D-Limonene Ethanol Water;3_6_1;-7.26039289
